boundary_date,offset_days,maturity_date,cashflow_count,dirty_price,central_slope_per_year,second_difference
2043-11-15,-6,2043-11-09,36,93.740880634594546,-0.27705361804059692,-0.0015758641364413961
2043-11-15,-5,2043-11-10,36,93.739333651517995,-0.85476046183675436,-0.0015896528158663159
2043-11-15,-4,2043-11-11,36,93.736197015625578,-0.55627028414665602,0.0032252154333463068
2043-11-15,-3,2043-11-12,36,93.736285595166507,-0.2659935325341678,-0.0016346578902641795
2043-11-15,-2,2043-11-13,36,93.734739516817172,-1.1390679486141408,-0.003149311512913755
2043-11-15,-1,2043-11-14,36,93.730044126954922,-0.84669838764487082,0.0047513365045261935
2043-11-15,0,2043-11-15,36,93.7301000735972,0.15119337737903749,0.00071656357779659174
2043-11-15,1,2043-11-16,37,93.730872583817273,-0.12986593822933656,-0.0022566146222260386
2043-11-15,2,2043-11-17,37,93.729388479415121,-0.54140626372927159,1.5991400346138107E-06
2043-11-15,3,2043-11-18,37,93.727905974153003,-0.49797676295746385,0.00023637072720816832
2043-11-15,4,2043-11-19,37,93.726659839618094,-0.45574871971716391,-4.9841889051549515E-06
2043-11-15,5,2043-11-20,37,93.725408720894279,-1.0258293317941636,-0.0031187451923386789
2043-11-15,6,2043-11-21,37,93.721038856978126,-0.74240847571854118,0.0046717361845338701
2043-11-15,7,2043-11-22,37,93.721340729246506,,
2044-05-15,-7,2044-05-08,37,93.460828252508833,,
2044-05-15,-6,2044-05-09,37,93.460857133568709,-0.2692284583678628,-0.0015329865491651162
2044-05-15,-5,2044-05-10,37,93.45935302807942,-0.54769240284102239,7.1567164354746637E-06
2044-05-15,-4,2044-05-11,37,93.457856079306566,-0.54061534276421241,3.1621694944306E-05
2044-05-15,-3,2044-05-12,37,93.456390752228657,-0.54175171102912145,-3.7848370368465112E-05
2044-05-15,-2,2044-05-13,37,93.454887576780379,-1.107641831540036,-0.0030629194132529847
2044-05-15,-1,2044-05-14,37,93.450321481918849,-0.82310205000858616,0.0046220415038362717
2044-05-15,0,2044-05-15,37,93.450377428561154,0.15119337738163097,0.00071656357775395918
2044-05-15,1,2044-05-16,38,93.451149938781214,-0.12193230643223529,-0.0022131426671450072
2044-05-15,2,2044-05-17,38,93.449709306334128,-0.52553753629140942,1.6071610673407122E-06
